iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
UZB,Asia,Uzbekistan,12/6/2020,74053,302,169,611,0,0.429,2212.572,9.023,5.049,18.256,0,0.013,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/7/2020,74053,0,137,611,0,0.143,2212.572,0,4.093,18.256,0,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/8/2020,74206,153,132.857,611,0,0,2217.143,4.571,3.97,18.256,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/9/2020,74352,146,145.286,611,0,0,2221.505,4.362,4.341,18.256,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/10/2020,74498,146,152.429,611,0,0,2225.867,4.362,4.554,18.256,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/11/2020,74811,313,151.429,612,1,0.143,2235.219,9.352,4.524,18.285,0.03,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/12/2020,74811,0,151.429,612,0,0.143,2235.219,0,4.524,18.285,0,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/13/2020,74956,145,129,612,0,0.143,2239.552,4.332,3.854,18.285,0,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/14/2020,75094,138,148.714,612,0,0.143,2243.675,4.123,4.443,18.285,0,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/15/2020,75241,147,147.857,612,0,0.143,2248.067,4.392,4.418,18.285,0,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/16/2020,75538,297,169.429,612,0,0.143,2256.941,8.874,5.062,18.285,0,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/17/2020,75538,0,148.571,612,0,0.143,2256.941,0,4.439,18.285,0,0.004,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/18/2020,75675,137,123.429,612,0,0,2261.034,4.093,3.688,18.285,0,0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/19/2020,75806,131,142.143,612,0,0,2264.948,3.914,4.247,18.285,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/20/2020,75933,127,139.571,612,0,0,2268.743,3.795,4.17,18.285,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/21/2020,76048,115,136.286,612,0,0,2272.179,3.436,4.072,18.285,0,0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,39.81,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/22/2020,76180,132,134.143,612,0,0,2276.123,3.944,4.008,18.285,0,0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/23/2020,76315,135,111,612,0,0,2280.156,4.034,3.316,18.285,0,0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/24/2020,76456,141,131.143,612,0,0,2284.369,4.213,3.918,18.285,0,0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/25/2020,76568,112,127.571,612,0,0,2287.715,3.346,3.812,18.285,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/26/2020,76666,98,122.857,612,0,0,2290.643,2.928,3.671,18.285,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/27/2020,76751,85,116.857,613,1,0.143,2293.183,2.54,3.491,18.315,0.03,0.004,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/28/2020,76832,81,112,613,0,0.143,2295.603,2.42,3.346,18.315,0,0.004,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/29/2020,76907,75,103.857,613,0,0.143,2297.844,2.241,3.103,18.315,0,0.004,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/30/2020,76985,78,95.714,614,1,0.286,2300.175,2.331,2.86,18.345,0.03,0.009,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,12/31/2020,77060,75,86.286,614,0,0.286,2302.415,2.241,2.578,18.345,0,0.009,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,6.41
UZB,Asia,Uzbekistan,1/1/2021,77182,122,87.714,614,0,0.286,2306.061,3.645,2.621,18.345,0,0.009,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/2/2021,77182,0,73.714,614,0,0.286,2306.061,0,2.202,18.345,0,0.009,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/3/2021,77258,76,72.429,614,0,0.143,2308.331,2.271,2.164,18.345,0,0.004,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/4/2021,77258,0,60.857,614,0,0.143,2308.331,0,1.818,18.345,0,0.004,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/5/2021,77295,37,55.429,614,0,0.143,2309.437,1.105,1.656,18.345,0,0.004,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/6/2021,77350,55,52.143,615,1,0.143,2311.08,1.643,1.558,18.375,0.03,0.004,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/7/2021,77412,62,50.286,615,0,0.143,2312.933,1.852,1.502,18.375,0,0.004,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/8/2021,77485,73,43.286,616,1,0.286,2315.114,2.181,1.293,18.405,0.03,0.009,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/9/2021,77530,45,49.714,616,0,0.286,2316.458,1.345,1.485,18.405,0,0.009,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/10/2021,77572,42,44.857,617,1,0.429,2317.713,1.255,1.34,18.435,0.03,0.013,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/11/2021,77611,39,50.429,617,0,0.429,2318.878,1.165,1.507,18.435,0,0.013,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/12/2021,77663,52,52.571,617,0,0.429,2320.432,1.554,1.571,18.435,0,0.013,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/13/2021,77716,53,52.286,618,1,0.429,2322.016,1.584,1.562,18.465,0.03,0.013,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/14/2021,77777,61,52.143,618,0,0.429,2323.838,1.823,1.558,18.465,0,0.013,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/15/2021,77904,127,59.857,619,1,0.429,2327.633,3.795,1.788,18.495,0.03,0.013,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/16/2021,77968,64,62.571,619,0,0.429,2329.545,1.912,1.87,18.495,0,0.013,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/17/2021,77968,0,56.571,619,0,0.286,2329.545,0,1.69,18.495,0,0.009,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/18/2021,78036,68,60.714,619,0,0.286,2331.577,2.032,1.814,18.495,0,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/19/2021,78091,55,61.143,620,1,0.429,2333.22,1.643,1.827,18.524,0.03,0.013,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/20/2021,78163,72,63.857,620,0,0.286,2335.371,2.151,1.908,18.524,0,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/21/2021,78219,56,63.143,620,0,0.286,2337.044,1.673,1.887,18.524,0,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/22/2021,78272,53,52.571,620,0,0.143,2338.628,1.584,1.571,18.524,0,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/23/2021,78317,45,49.857,621,1,0.286,2339.972,1.345,1.49,18.554,0.03,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/24/2021,78375,58,58.143,621,0,0.286,2341.705,1.733,1.737,18.554,0,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/25/2021,78429,54,56.143,621,0,0.286,2343.319,1.613,1.677,18.554,0,0.009,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/26/2021,78471,42,54.286,621,0,0.143,2344.574,1.255,1.622,18.554,0,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/27/2021,78510,39,49.571,621,0,0.143,2345.739,1.165,1.481,18.554,0,0.004,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/28/2021,78556,46,48.143,621,0,0.143,2347.113,1.374,1.438,18.554,0,0.004,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/29/2021,78602,46,47.143,621,0,0.143,2348.488,1.374,1.409,18.554,0,0.004,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/30/2021,78711,109,56.286,621,0,0,2351.744,3.257,1.682,18.554,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,1/31/2021,78711,0,48,621,0,0,2351.744,0,1.434,18.554,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,17.12
UZB,Asia,Uzbekistan,2/1/2021,78755,44,46.571,621,0,0,2353.059,1.315,1.391,18.554,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/2/2021,78801,46,47.143,621,0,0,2354.433,1.374,1.409,18.554,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/3/2021,78859,58,49.857,621,0,0,2356.166,1.733,1.49,18.554,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/4/2021,78916,57,51.429,621,0,0,2357.869,1.703,1.537,18.554,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/5/2021,78989,73,55.286,621,0,0,2360.051,2.181,1.652,18.554,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/6/2021,79045,56,47.714,621,0,0,2361.724,1.673,1.426,18.554,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/7/2021,79098,53,55.286,621,0,0,2363.307,1.584,1.652,18.554,0,0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/8/2021,79162,64,58.143,621,0,0,2365.219,1.912,1.737,18.554,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/9/2021,79204,42,57.571,621,0,0,2366.474,1.255,1.72,18.554,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,34.26,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/10/2021,79237,33,54,621,0,0,2367.46,0.986,1.613,18.554,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/11/2021,79303,66,55.286,622,1,0.143,2369.432,1.972,1.652,18.584,0.03,0.004,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/12/2021,79340,37,50.143,622,0,0.143,2370.538,1.105,1.498,18.584,0,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/13/2021,79381,41,48,622,0,0.143,2371.763,1.225,1.434,18.584,0,0.004,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/14/2021,79416,35,45.429,622,0,0.143,2372.809,1.046,1.357,18.584,0,0.004,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/15/2021,79442,26,40,622,0,0.143,2373.585,0.777,1.195,18.584,0,0.004,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/16/2021,79461,19,36.714,622,0,0.143,2374.153,0.568,1.097,18.584,0,0.004,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/17/2021,79497,36,37.143,622,0,0.143,2375.229,1.076,1.11,18.584,0,0.004,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/18/2021,79548,51,35,622,0,0,2376.752,1.524,1.046,18.584,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/19/2021,79598,50,36.857,622,0,0,2378.246,1.494,1.101,18.584,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/20/2021,79632,34,35.857,622,0,0,2379.262,1.016,1.071,18.584,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/21/2021,79654,22,34,622,0,0,2379.92,0.657,1.016,18.584,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/22/2021,79681,27,34.143,622,0,0,2380.726,0.807,1.02,18.584,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/23/2021,79717,36,36.571,622,0,0,2381.802,1.076,1.093,18.584,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/24/2021,79749,32,36,622,0,0,2382.758,0.956,1.076,18.584,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/25/2021,79773,24,32.143,622,0,0,2383.475,0.717,0.96,18.584,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/26/2021,79804,31,29.429,622,0,0,2384.401,0.926,0.879,18.584,0,0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/27/2021,79836,32,29.143,622,0,0,2385.357,0.956,0.871,18.584,0,0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,2/28/2021,79926,90,38.857,622,0,0,2388.046,2.689,1.161,18.584,0,0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,4.76
UZB,Asia,Uzbekistan,3/1/2021,79926,0,35,622,0,0,2388.046,0,1.046,18.584,0,0,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,3/2/2021,79961,35,34.857,622,0,0,2389.092,1.046,1.041,18.584,0,0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,3/3/2021,80035,74,40.857,622,0,0,2391.303,2.211,1.221,18.584,0,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,3/4/2021,80035,0,37.429,622,0,0,2391.303,0,1.118,18.584,0,0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
UZB,Asia,Uzbekistan,3/5/2021,80081,46,39.571,622,0,0,2392.678,1.374,1.182,18.584,0,0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,33469199,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,
